Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
What can cause excess fructose in healthy individuals?,0,1,0,0,0,0
Where did Weissenbach and his colleagues work?,0,1,0,0,0,0
How far away was the potential conflict Burke argued against?,0,1,0,0,0,0
What specific type of growth has an effect on the density of wood?,0,1,0,0,0,0
Who gave Mstyslav this title?,0,1,0,0,0,0
How do DNA changes affect plants?,0,1,0,0,0,0
Where was the formation of the UAP party officially announced?,0,1,0,0,0,0
What did traditional Jewish religious services in the Synagogue include?,0,1,0,0,0,0
What was the name of Beyoncé's first dance instructor?,0,1,0,0,0,0
What does coloration and shape help an insect do in the surrounding environment?,0,1,0,0,0,0
What was the first trade name of diethylbarbituric acid?,0,1,0,0,0,0
Which Asian country has Nigerians sending the most money home?,0,1,0,0,0,0
Neo-Georgain style was common in Britain until the end of which decade?,0,1,0,0,0,0
When was TV introduced in Namibia?,0,1,0,0,0,0
What pope did Caravaggio create a portrait of?,0,1,0,0,0,0
What can prevent a green color in glass?,0,1,0,0,0,0
When did Leonard Brezhnev die?,0,1,0,0,0,0
On what day do pubs sometimes offer free snacks?,0,1,0,0,0,0
What river was the city near?,0,1,0,0,0,0
What was another regional leader involved in the origins of szlachta?,0,1,0,0,0,0
Who did Michael Greenberger erronesously name as a key player in speculative run-up of oil futures?,0,1,0,0,0,0
When was the Battle of the Styles contested?,0,1,0,0,0,0
How was Mary related to Jesus?,0,1,0,0,0,0
How much did Madonna make in all her concerts together?,0,1,0,0,0,0
What was the honor granted a Vestal?,0,1,0,0,0,0
The suprachiasmatic nucleus is a small part of what part of the brain?,0,1,0,0,0,0
When does the Julian calendar omit three leap days?,0,1,0,0,0,0
What did Bell start drawing after reading the article?,0,1,0,0,0,0
Who wrote 'A Vindication of the Rights of Men'?,0,1,0,0,0,0
In what span did Universal produce westerns with Kirby Grant?,0,1,0,0,0,0
When did Yugoslavia change its name to the Socialist Federal Republic of Yugoslavia?,0,1,0,0,0,0
Any mosaic having secular designs were likely what?,0,1,0,0,0,0
Who did James Ward inspire?,0,1,0,0,0,0
Sony Music closed its Japan office in what year?,0,1,0,0,0,0
What new security features does Windows 9 have?,0,1,0,0,0,0
What amendment of the Constitution doesn't cruel and unusual punishment violate?,0,1,0,0,0,0
What type of music did many of the post-punk bands start indulging in?,0,1,0,0,0,0
How often is Politics & Policy not published?,0,0,0,1,0,0
How many models did Australia propose to Norfolk Island's legislative assembly?,0,1,0,0,0,0
What European country is a leader in providing VRS services to its citizens?,0,1,0,0,0,0
Insects have specialized organs of what kind?,0,1,0,0,0,0
What did only a few northern states do?,0,1,0,0,0,0
Who remained Catholicos of Cilicia?,0,1,0,0,0,0
What chemical is absent or low during daylight?,0,1,0,0,0,0
How many people died over the course of four days?,0,1,0,0,0,0
What rformation took place in the 1600's?,0,1,0,0,0,0
In what year did programme editor Harry Homer join Arsenal?,0,1,0,0,0,0
What area did Bod originally refer to?,0,1,0,0,0,0
In what year did the Boy Scouts give Spielberg their Distinguished Eagle Scout Award?,0,1,0,0,0,0
When was Houston Baptist University founded?,0,1,0,0,0,0
What is often quoted as contributing to improved working conditions?,0,1,0,0,0,0
What empire was destroyed Christian Rule?,0,1,0,0,0,0
What empire covered most of India from 230 BCE?,0,1,0,0,0,0
When was the tuberculosis classification system created?,0,1,0,0,0,0
In the mid 19th century which missionaries brought about the beginning of the church in these areas?,0,1,0,0,0,0
What would happen if the voltage difference from collector and emitter were zero?,0,0,0,0,1,0
Which New England city did Feynman visit his wife in?,0,1,0,0,0,0
What has helped to sabotage Thuringia?,0,1,0,0,0,0
What do Amphibious assault ships need a large contingent of for carrying Marines?,0,1,0,0,0,0
What commission was created in 1955?,0,1,0,0,0,0
Who is overlooking darker skinned latino multiracial people?,0,1,0,0,0,0
What road helped the Phoenicians trade with the Arabs?,0,1,0,0,0,0
What is the only school in the country implementing three international Baccalaureate Programmes?,0,1,0,0,0,0
What college does NARA have cooperatives initiatives with?,0,1,0,0,0,0
What earned the title as best all-around subnotebook/ultraportable?,0,1,0,0,0,0
What was Seattle's gross product in 2010?,0,1,0,0,0,0
When did Britain encourage immigration of workers?,0,1,0,1,0,0
When did amateur teams dominate the Canadian football championship?,0,1,0,0,0,0
What style of building is the Chambre de commerce et d'industrie?,0,1,0,0,0,0
What does a single species dominating the area help promote in a community?,0,1,0,0,0,0
What is the name of one of Somerset's underground rivers?,0,1,0,0,0,0
Whose retreat during the Korean war was the longest in the history of the US Army?,0,1,0,0,0,1
From what ancient region did kuul application come?,0,1,0,0,0,0
What is a common feature of passive solar architecture?,0,1,0,0,0,0
What was Nintendo moving on to?,0,1,0,0,0,0
What nation was part of the Independence Bloc of Eritrean parties?,0,1,0,0,0,1
Where were the letters DEC in position?,0,0,0,0,0,1
Clopidogrel is a form of what inhibitor?,0,1,0,0,0,0
What is one of the most famous sporting events in the city?,0,1,0,0,0,0
Ogranisms use camoflauge to blend with their habitat and what else?,0,1,0,0,0,0
What type of relationship is it when large animals crush small plants?,0,1,0,0,0,0
What type of waves will char paper?,0,1,0,0,0,0
What did Nasser symbolize?,0,1,0,0,0,0
Which campus holds the undergraduate schools the Graduate school and the Kellogg school of Management?,0,1,0,0,0,0
How long did von Neumann survive with cancer?,0,1,0,0,0,0
What do forests in the Congo not have to face?,0,1,0,0,0,0
What type of measurements are used to quantify the distance between measurements?,0,1,0,0,0,0
What is it called when an invisible mound forms on the surface of a plate?,0,1,0,0,0,0
What negative things can happen to your brain when you exercise?,0,1,0,0,0,0
Thousands of soldiers put their weapons down and joined what type of efforts?,0,1,0,0,0,0
What determines where a vaulter starts on the runway?,0,1,0,0,0,0
What are some things the IRS looks at in a charity applying for tax exempt status?,0,1,0,0,0,0
What color do all of the former colonies of Spain have on their flag?,0,1,0,0,0,0
What was the original name of Olin Business School? ,0,1,0,0,0,0
What did Burke think had disgraced Britain in India?,0,1,0,1,0,0
How many immigrants lived in these tent cities?,0,1,0,0,0,0
What is one of the named 527 groups from the 2004 election?,0,1,1,0,0,0
Up until May of 2015 how much is Beyonce's total worth?,0,1,0,0,0,0
What separates 'heavy' sexual activity from other forms of affection?,0,1,0,0,0,0
What do 77.4% of people in the Western World describe themselves as?,0,1,0,0,0,0
How many bus lines does the STIF oversee?,0,1,0,0,0,0
What tradition did the Jaina school stop?,0,1,0,0,0,0
Where did the spanish colonial government move to after the uprising of the provinces of Rio de la Plata?,0,1,0,0,0,0
Which is lines are commonly higher in density laidlines or chainlines?,0,1,0,0,0,0
Why has the rabbit increased in numbers as of late?,0,0,0,1,0,0
Name one Asian architectural writer.,0,1,0,0,0,0
Does Melbourne have a high or low dependency on the automobile?,0,0,0,0,0,1
Is DDT 100% guaranteed to work?,1,0,0,0,0,0
Has some states like Arizona embraced their Mexican history?,1,0,0,0,0,0
Compared to none of the US does Alaska has many or few road connections?,1,0,0,0,1,0
Too many people gain from their social groups?,0,0,0,0,0,1
Why did the Romans decide to withdraw their forces from Greece?,0,0,0,1,0,0
Is it the chip or the package that influences the price of an SMD more?,0,0,0,0,0,1
Why aren't there some discrepancies among scholars for the distinction of the period?,0,0,0,1,0,0
Was it difficult to enforce the ban on the public entering the Rotunda before February 25 2010?,0,1,0,0,0,0
Why were sled-dogs used to deliver medicine to Nome in 1952?,0,1,0,1,0,0
W is set to be the major stock holder of the business that first rang a bell to begin in the winter of 2014 in Myanmar ?,0,1,0,0,0,0
Why is the Permanent Fund an exception to the premise of the Alaskan Constitution?,0,1,0,1,0,0
Well-off continental dwellings consisted of?,0,0,1,0,0,0
Was this always the case in American political addresses?,1,0,0,0,0,0
Why are seabirds from the southern hemisphere more likely to migrate?,0,1,0,1,0,0
The CRTC encouraged the use of there to maintain over-the-air signals?,1,0,0,0,0,0
Are children required to go to school or can they choose to stay at home and work?,0,0,0,0,0,1
Why is Symbol not useful for all instances?,0,0,0,1,0,0
Why did Jesus accept Crucifixion.,0,0,0,1,0,0
The 1800s are referred to as?,0,0,1,0,0,0
Why did Telnet define an ASCII as a Network Virtual Terminal?,0,1,0,1,0,1
Is there a test to determine asthma in an individual?,0,1,0,0,0,0
Did Bortolazzi like playing the new wire strung mandolins?,0,0,0,0,0,1
The Simpson has a character that was set to graduated from Yale University can you guess his name?,0,1,0,0,0,0
This state grew at a rapid pace during the Porfiriato.,0,1,0,0,0,0
Has the demand increased inside or outside the country?,1,0,0,0,0,0
The British revival of Georgian architecture in the 20th century is generally referred to as?,0,1,0,0,0,0
Thomas Edison is credited with?,0,1,0,0,0,0
Does the Liberal Party of Australia consider itself liberal or anti-socialist?,0,0,0,0,0,1
Why did many post-punk artists produce and release their own music?,0,0,0,1,0,0
Why did Feynman decide never to have a truck?,0,0,0,1,0,1
Before the mid-20th century were people open about their multicultural heritage and why or why not?,0,0,0,1,0,1
Why was the PVA unable to advance beyond Seoul?,0,0,0,1,0,0
Does summertime gets weather hotter than 90 degrees?,0,1,0,0,1,0
Was Athanasius well liked by everyone?,0,0,0,0,0,1
A single device can provide a video device function such as?,0,1,0,0,0,0
Did the two thieves drink the wine or refuse it?,1,0,0,0,0,0
Does cold or warm air facilitate the transport of water vapor?,0,0,0,1,0,0
Why did the cubs need to host their home games at an alternative site?,0,0,0,1,0,0
From the '50s to the '80s was the field's focus devoted to describing patterns of behavior or explaining them?,0,0,0,0,0,1
Is the percentage of admixture in the modern Ashkenazi genome higher or lower than previously thought?,0,0,0,0,0,1
Does New Mexico have an official language?,1,0,0,0,0,0
Why can Koch's postulates be applied ethically for many reptile diseases?,0,0,0,1,0,0
Why did Encyclopedias and dictionaries become more popular during the Age of Reason?,0,1,0,1,0,0
Why did the ECB intervene during the subprime mortgage crisis?,0,0,0,1,0,0
Was the new Regulating Bill of 1793 passed or defeated?,1,0,0,0,0,0
Name two of these cities.,0,0,1,0,0,0
Is adolescence a period of one transition or multiple transitions?,1,0,0,0,0,0
Are albums ever reproduced?,1,0,0,0,0,0
Did Europeans speak Spanish in America?,1,0,0,0,0,0
Why was the Board of Estimate found unconstitutional?,0,0,0,1,0,1
Did everyone agree that Amendment 36 was a good idea?,1,0,0,0,0,0
List two alternatives to rotary stepper motors in printer applications.,0,0,1,0,0,0
Can visitors travel unrestricted through the country?,1,0,0,0,0,0
Why do RLV discs have a blue or purple reflective color?,0,1,0,1,0,1
Can people in New Zealand vote for the 51st State Party?,1,0,0,0,0,0
Name three DBMSs that have been used since the 1970s.,0,0,1,0,0,0
Were VSDs or CD-Vs all digital and also playable on DVD players?,1,0,0,0,0,0
What words may people use for sexual identity?,0,1,0,0,0,0
Why were the bison killed?,0,0,0,1,0,0
Is there any structural damage associated with oral food intake?,1,0,0,0,0,0
Are there exceptions to Mexico's official language?,1,0,0,0,0,0
Do incandescent lights have a longer or shorter life than other lighting sources?,0,1,0,0,0,0
Name the title of the work by Jayaraashi Bhatta.,0,1,0,0,0,0
Was the game broadcast in both cities?,1,0,0,0,0,0
Why was Swan's first lamp commercially viable?,0,1,0,1,0,0
This band with a flower in their name was influenced by Queen?,0,1,0,0,0,0
Were children able to take on apprenticeships?,1,0,0,0,0,0
Was there a time this was not the case?,0,0,0,0,0,1
Whhat does intestinal flora reduce?,0,1,0,0,0,0
Is it believed that they truly are responsible in full for the collapse?,1,0,0,0,0,0
Does a wireless mesh open standard make installation harder?,1,0,0,0,0,0
Why was the rule of precedent allowed?,0,0,0,1,0,0
Are there any purebreed lines for poultry today?,1,0,0,0,0,0
Is a warrant required before or after a wiretap?,1,0,0,0,0,0
No single house is without?,0,0,0,0,0,1
Why did Armenia make Christianity its official religion?,0,0,0,1,0,0
Why did Caray often playfully quarrel with Stone?,0,0,0,1,0,0
Are antibiotics used in certain types of antibiotic resistance?,1,0,0,0,0,0
Why have Eritrean government officials participated in numerous meetings with NGO representatives?,0,0,0,1,0,1
Are minority leadership roles specified closely?,1,0,0,0,0,0
Is there a method for classifying allergen subgroups beyond the existing system?,1,1,0,0,0,0
Does Puerto Rico have many English speaking residents?,1,0,0,0,0,0
Was the GDP in 2013 an increase or decrease over 2012's levels?,1,0,0,0,0,0
Is the top quartile of HDI considered 'low' or 'very low' human development?,1,0,0,0,0,0
Is the population density the highest or lowest of any Mexican state?,1,0,0,0,0,0
Is there anyway to decrease travel time in getting to Myanmar?,1,0,0,0,0,0
Why did James T. Costa think the larger abandoned book would not have been as successful?,0,0,0,1,0,1
Why was that?,0,0,0,1,0,0
Does the scientific community agree that earthquake prediction is possible?,1,0,0,0,0,0
Is Ireland ever not led by a coalition Government?,1,0,0,0,0,0
May Welsh clubs enter the competition?,1,0,0,0,0,0
Why was this award given by the Pope to Lyndon B. Johnson?,0,0,0,1,0,1
Did von Neumann rule hidden variable theories?,1,0,0,0,0,0
Why was Virgil called 'The Swan of Mantua'?,0,0,0,1,0,1
Did the bishops consider themselves Arians?,0,0,0,1,0,0
Could the FBI inquire into library records?,1,0,0,0,0,0
Are any relatives of the first people of the Grecian world no longer around?,1,0,0,0,0,0
Name one of the tribes Native Americans established in the Americas.,0,1,0,0,0,0
It does not suppress wrinkles?,1,0,0,0,0,0
Where were these new inhabitants welcomed?,0,0,0,0,0,1
Is Photo Gallery automatically or separately installed?,1,0,0,0,0,0
Name two works that are often the subject of a variorum.,0,0,1,0,0,0
Did those in attendance at Dean's speech know about the 'Dean Scream'?,1,0,0,0,0,0
Did Japan support rival governments?,1,0,0,0,0,0
Do other health concerns happen less frequently or more frequently with asthma?,0,0,0,1,0,0
Why is spirometry so commonly used to diagnose asthma?,0,0,0,1,0,0
Did Jesus sacrifice himself without fighting?,1,0,0,0,0,0
Did the club later regret their choice?,1,0,0,0,0,0
Why is a second meter usually unnecessary to monitor electricity use?,0,1,0,0,0,0
Why do the syllabaries differ?,0,0,0,1,0,0
Do people bet on the cockfighting or is it just for entertainment?,1,0,0,0,0,0
Are these other languages learned in the U.S. as popular as Spanish?,0,1,0,0,0,0
Do scientists know the cause of sexual orientation?,1,0,0,0,0,0
Is statistical mechanics asymmetric or symmetric in regards to time-reversal?,1,0,0,0,0,0
Has a woman ever broadcast a match?,1,0,0,0,0,0
Name two of the oldest civilizations that textual criticism has focused on.,0,0,1,0,0,0
Was René Descartes an idealist or a materialist?,0,1,0,0,0,0
Is streaming the television series the same day that premieres,1,0,0,0,0,0
Have researchers learned anything studying elasticity?,1,1,0,0,0,0
Why would an author utilize experimental narratives in literature?,0,0,0,1,0,1
Why is James' method considered radical?,0,0,0,1,0,0
Name the foreign loan words that have 5 to 7 phonemic tones?,0,0,1,0,0,0
In 2006 did most people prefer the Xbox 360 or PS3 versions of cross-platform games?,1,0,0,0,0,0
Why did China need to resettle people into Chongqing?,0,1,0,1,0,0
The CBC cited not wanting to pay for the transition from analog to digital as it's reason for doing this?,1,0,0,1,0,0
Why should lactating women increase their water consumption?,0,1,0,1,0,0
Name one person that Jewish ancestry traced back to?,0,1,0,0,0,0
Why was there tension the day after the election?,0,0,0,1,0,0
Is the structure of hardwood simple or complex?,1,0,0,0,0,0
Does al-Qaeda believe that Muslims in Burma are in danger?,1,0,0,0,0,0
Was there an energy efficiency improvement in the period 1974 through 1980?,1,0,0,0,0,0
Do chickens die in the sport of cockfighting?,1,0,0,0,0,0
Why was California allowed to disable the robots.txt blockage?,0,0,0,1,0,0
Why did Mary not need a Savior?,0,0,0,1,0,0
Do all societies use the term 'black' the same?,1,0,0,0,0,0
Why were the Fennica and Nordica chartered?,0,0,0,1,0,0
Is the Avian flu a risk only to animals?,1,0,0,1,0,0
Does a High Speed CD-RW drive write faster on ReWriteable CDs or High Speed ReWritable CDs?,0,0,0,0,0,1
Why didn't Soviets create fake elections in Poland?,0,0,0,1,0,0
Could the 16:9 aspect ratio be easily resized by a normal LD player or was the image significantly distorted?,0,0,0,0,0,1
Is the name more ancient than other group names in the area?,1,0,0,0,0,0
Was the meeting at Canberra a group of people supporting or opposed to Franklin D. Roosevelt?,0,1,0,0,0,1
Why does Hume say we can know the sun will rise in the east?,0,1,0,1,0,0
Why did OSCE come to the US in 1990?,0,1,0,1,0,0
Was was the emphasis early on?,0,0,0,0,0,1
Did 9/11 lead to more FBI oversight?,1,0,0,0,0,0
Why is cockfighting no longer something people want to be involved with?,0,1,0,1,0,0
Why do Europeans associate green with health?,0,1,0,1,0,0
Name the original Digimon anime.,0,1,0,0,0,0
Incomplete metamorphosis insects are called?,0,1,0,0,0,0
Is the top quartile of HDI considered 'high' or 'very high' human development?,1,0,0,0,0,0
Does an Apterygots have wings or wingless?,1,0,0,0,0,0
Is the end of adolescence and beginning of adulthood easily agreed upon or does it vary by country?,1,0,0,0,0,0
Did the Whigs want to limit the monarch's power?,1,0,0,0,0,0
Is Utrecht connected to the Dutch road system?,1,0,0,0,0,0
Is TB common or uncommon in the United States?,1,0,0,0,0,0
The percept at 200 Hz is commonly referred to as?,0,1,0,0,0,0
Does a material breach necessarily suspend or terminate treaty relations?,1,0,0,0,0,0
Do males or females experience growth spurts first?,0,1,0,0,0,0
Has there been a recent increase or decrease in international students studying in Melbourne?,0,0,0,0,0,1
Were there any laws against marriage between whites and Asians in the US?,0,1,0,1,0,0
Are snate majority leaders more influential than Speaker of the house?,1,0,0,0,0,0
Why did Whitehead view the existence of God as a necessity for his metaphysical system?,0,0,0,1,0,1
In past eras has a non-league team reached the quarter finals?,0,1,0,0,0,0
Does research favor or reject the hypothesis that adolescents and adults think about risk similarly but hold different values and therefore come to different conclusions?,0,0,0,0,1,0
Have reviews praised the PS2's hardware or software more frequently?,0,0,0,0,0,1
Why did the anti-miscegenation not insure that there was no interracial mixing?,0,0,0,1,0,0
Why was the Port Phillip Channel Deppening Project subject to controversy and strict regulations?,0,0,0,1,0,0
Will an unbaptized infant survive or not if a sudden Armageddon were to occur?,0,0,0,0,1,0
Do the people of Greek ascendancy only speak Grecian languages?,1,0,0,0,0,0
The time span that is counted as the non-classical for the Greeks is from eras?,0,1,0,0,0,0
Why did American Baptist congregations work together?,0,0,0,1,0,0
Are cell walls of bacteria similar to cell walls of plants and fungi?,0,1,0,0,0,0
Name one way Jewish cultural expressions differ in each community?,0,0,1,0,0,0
Are antibiotics used in diarrhea instances?,1,0,0,0,0,0
English firms were allowed to trade with India unless?,0,1,0,0,0,0
Is USB cheaper or more expensive than PoE?,1,0,0,0,0,0
Have the people of Greece done anything to make the matter more palatable for the people of Asia?,0,0,0,1,0,0
Why are the other versions of ASCII not true ASCII?,0,0,0,1,0,0
Is textual criticism immune to bias on the part of the critic?,1,0,0,0,0,0
Name two major events of the Seven Years' War In North America.,0,0,1,0,0,0
Why is the Global Development Division focused on sanitation for the poor?,0,1,0,1,0,0
Are there academic programs in Yale's residential colleges?,1,0,0,0,0,0
Why is unalloyed zinc used in construction applications?,0,1,0,1,0,0
Give three examples of target organisms of pesticides.,0,0,1,0,0,0
Were the elections held in an unbiased manner Burma in 2010?,1,0,0,0,0,0
Is it known why developing countries are economically disadvantaged?,1,0,0,1,0,0
Describe Gaddafi's early childhood.,0,0,0,0,0,1
Do defending champions get to play in the following year's Champions League if they don't have enough wins to qualify?,1,0,0,0,0,0
Does the Government of Ireland use the British Isle term?,1,0,0,0,0,0
Does Florida benefit from taxes?,1,0,0,0,0,0
Why did the construction of the Fine Arts Palace take so long?,0,0,0,1,0,1
Did Lisbon suffer any epidemics from the calamity?,1,1,0,0,0,0
Why were popular paints and pigments in the nineteenth century highly toxic?,0,1,0,1,0,0
Antigen cells in newborns are also struggle to do this?,0,0,0,0,0,1
Why was hunting usually done in Nordic countries in the 19th century?,0,0,0,1,0,0
Has service ever been restored?,1,0,0,0,0,0
Name the largest ethnic group in Southeast Asia.,0,1,0,0,0,0
Do hemimetabolous insects change quickly or gradually?,1,0,0,0,0,0
Identify a new country that joined the war in 1762?,0,0,1,0,0,0
Why did Vladimir chose Western Christianity?,0,0,0,1,0,0
Did mens arousal relate to the sexual interests?,0,0,0,1,0,0
If a team already qualifies for the Champions League and they winner the FA Cup or the League Cup will another team get to qualify for the Champions League?,0,0,0,1,0,0
List three natural attractions of Nanjing.,0,0,1,0,0,0
Mastic asphalt is the same as dense graded asphalt because why?,0,0,0,1,0,0
As Chairman of the RCC list the first two things that Gaddafi accomplished.,0,0,1,0,0,0
Is there a consensus about the time that minority leadership officially emerged as a position?,0,1,0,0,0,0
Is it believed that they truly aren't responsible in full for the collapse?,1,0,0,0,0,0
For older adolescents is sexual activity in a romantic relationship associated with lower or higher levels of deviant behavior?,0,0,0,1,0,0
It is the term for favoring outsiders?,0,0,0,0,0,1
Advantages of electric traction include?,0,0,1,0,0,0
Why did Stalin send two air forces divisions and other assistance to the Chinese?,0,1,0,1,0,0
Can females be drafted into the military?,1,0,0,0,0,0
Why isn't the southwest English-speaking?,0,1,0,1,0,0
Why is the US so important to Bermuda?,0,1,0,1,0,0
Was the Goal of the Impact Team carried out?,1,0,0,0,0,0
Name two infrastructure projects Nasser spearheaded.,0,0,1,0,0,0
Why is the concentrate of uranium in farmland so high?,0,1,0,1,0,0
This program was awarded the National Medal of Technology and Innovation.,0,0,0,0,0,1
Why do many plants grow higher than normal in the Sahara?,0,1,0,1,0,0
Name a few professions that have the highest risk of colophony?,0,0,1,0,0,0
Are the changes then presented permanent?,1,0,0,0,0,0
Is the border between Armenia and Azerbaijan open or closed?,1,0,0,0,0,0
Do domestic and wild geese have the same appearance?,1,0,0,0,0,0
Do I need a stadium to compete?,1,0,0,0,0,0
Is the non-current frequency higher or lower at high speed?,1,0,0,0,0,0
Have the people of Greece done anything to make the matter more palatable for the people of Turkey?,1,0,0,0,0,0
Are all multicultural Americans aware of their cultural heritage?,1,0,0,0,0,0
Can new clubs play too?,1,0,0,0,0,0
Why were low-ranking local tribes recruited?,0,0,0,1,0,0
Do boys or girls grow muscle faster during puberty?,0,0,0,1,0,0
Why wasn't Diaz's plan completed?,0,0,0,1,0,0
Name one actor that Madonna was inspired by?,0,0,1,0,0,0
Name two reasons why the Low Countries turned against Philip II?,0,0,1,1,0,0
Name an exemplar of a predator that uses digestion to kill and gain nutrients from its prey.,0,1,0,0,0,0
Are appendices easy to use for the average reader?,1,0,0,0,0,0
Do theories say if Destot's bones were fractured?,1,0,0,0,0,0
Should alcohol be used while on antibiotics?,1,0,0,0,0,0
Did the people want Athanasius as their bishop?,1,0,0,0,0,0
Is sapwood the younger or older wood in a tree?,1,0,0,0,0,0
Are records generally out of print as of date?,1,0,0,0,0,0
Is Burma now a democratic nation?,1,0,0,0,0,0
Was the administration of George Washington nonpartisan?,1,0,0,0,0,0
Why was the ability to play DVD-Video taken off of Windows Media Player?,0,1,0,1,0,0
Name a private business school located in Ann Arbor.,0,0,1,0,0,0
Residence that speak German as their mother tongue and families have been in place for generations are often consider?,0,0,0,1,0,1
Why cant artifacts from the Phoenicians be easily excavated?,0,1,0,1,0,0
Why do US troops visit Tajikistan every so often?,0,0,0,1,0,1
Why does a transistor increase a signal?,0,1,0,1,0,0
In one study it was found that the Ashkenazim were more or less diverse than their Middle Eastern relatives?,0,1,0,0,0,0
Is Chinese a required or non-curriculum course?,1,0,0,0,0,0
Are bacteria cells smaller than eukaryotic cells?,1,0,0,0,0,0
Name a hip/hop artist from the city?,0,0,1,0,0,0
Why were so many blacks repeatedly being imported from Africa?,0,1,0,1,0,0
Why might Sony have reduced the number of ports on the PlayStation 3 after production?,0,0,0,1,0,0
Why is it held at Webly Stadium?,0,0,0,1,0,0
Name two dance groups that are based in Nanjing:,0,0,1,0,0,0
The foundation has donated billions to sufferers of...,0,0,0,0,0,1
Why did nuclear arms negotiations with Russia fail prior to 1955?,0,0,0,1,0,0
Why are villages considering becoming car free zones?,0,0,0,1,0,0
Did the Trilogy project go over budget?,0,1,0,0,0,0
Does the government allow access to any desired media channels for residents?,1,0,0,0,0,0
Why would Italian Americans want to get themselves designated as members of a preferred group?,0,0,0,1,0,1
Why did Coe donate to American studies programs?,0,0,0,1,0,1
Can players be transferred under an emergency outside the transfer windows?,1,0,0,0,0,0
Are there unacademic programs in Yale's residential colleges?,1,0,0,0,0,0
The second truth is?,0,0,0,0,0,1
If diarrhea is stopped would could happen?,0,0,0,1,0,0
Why did country borders not affect differences in style within Gothic architecture?,0,0,0,1,0,0
Why did youtube want to ensure only contractees music was played?,0,0,0,1,0,0
Why was the ability to play DVD-Video taken off of Windows Picture Player?,0,1,0,0,0,0
Why did some accuse Ibn Sina of burning down the royal church?,0,1,0,1,0,0
Is a trade union governed by the Office of the Scottish Charity Regulator?,1,0,0,0,0,0
Do American historians downplay or attribute the importance of Freemasonry in causing the American Revolution?,1,0,0,0,0,0
Have any other countries ever competed?,1,0,0,0,0,0
Is the city concerned with shipping?,1,0,0,0,0,0
Do all regions perceive that term 'black people' the same?,1,0,0,0,0,0
